customer_id,recency,frequency,monetary,segment_group
393,1044,1,2379.972,lost
394,605,1,7184.971,regular
395,284,1,4041.151,loyal
396,850,1,4699.955,regular
397,1046,1,1378.182,lost
398,844,1,1139.98,regular
399,831,1,1331.972,regular
400,551,1,4766.831,regular
401,808,1,256.491,regular
402,583,1,2282.9629999999997,regular
403,1018,1,10866.96,lost
404,557,1,519.984,regular
405,284,1,1245.973,regular
406,626,1,1139.98,regular
407,518,1,7719.954,regular
408,525,1,2297.758,regular
409,1014,1,728.973,lost
410,861,1,5478.946,regular
411,925,1,9673.842,regular
412,497,1,2963.98,regular
413,936,1,5225.942,regular
414,1040,1,1337.0819999999999,lost
415,632,1,11349.976,regular
416,849,1,1709.366,regular
417,689,1,7004.833,regular
418,367,1,593.991,regular
419,538,1,1613.395,regular
420,640,1,8204.526,regular
421,814,1,9838.442,regular
422,1030,1,872.0820000000001,lost
423,765,1,599.992,regular
424,903,1,1490.2910000000002,regular
425,356,1,20509.423,loyal
426,408,1,6023.951999999999,regular
427,334,1,3149.99,regular
428,623,1,5062.334,regular
429,517,1,3194.08,regular
430,653,1,1847.0629999999999,regular
431,627,1,1999.3490000000002,regular
432,649,1,3489.9709999999995,regular
433,669,1,1601.3719999999998,regular
434,841,1,3092.942,regular
435,401,1,3439.4569999999994,regular
436,545,1,2200.8630000000003,regular
437,1074,1,3859.925,lost
438,1011,1,1455.972,lost
439,720,1,2789.99,regular
440,343,1,4863.9619999999995,loyal
441,874,1,12965.740999999998,regular
442,1089,1,242.991,lost
443,359,1,4685.0960000000005,loyal
444,370,1,8945.74,loyal
445,762,1,1599.98,regular
446,610,1,377.982,regular
447,852,1,5080.622,regular
448,658,1,513.351,regular
449,818,1,1894.541,regular
450,1085,1,4030.054,lost
451,861,1,359.2,regular
452,311,1,377.982,regular
453,499,1,7823.936,regular
454,737,1,464.991,regular
455,625,1,719.984,regular
456,504,1,1690.664,regular
457,557,1,377.982,regular
458,405,1,1304.975,regular
459,985,1,4877.404,regular
460,506,1,5440.361,regular
461,547,1,5768.21,regular
462,418,1,11463.954,regular
463,289,1,10266.953,loyal
464,348,1,18853.35,loyal
465,814,1,1382.971,regular
466,737,1,2113.58,regular
467,399,1,2357.965,regular
468,820,1,962.973,regular
469,1026,1,3511.7349999999997,lost
470,780,1,3270.23,regular
471,1024,1,569.99,lost
472,572,1,7350.4619999999995,regular
473,611,1,11596.428,regular
474,300,1,3644.041,regular
475,864,1,1139.98,regular
476,344,1,1394.98,regular
477,615,1,1044.98,regular
478,288,1,4700.062,loyal
479,647,1,8109.946,regular
480,892,1,3074.2039999999997,regular
481,816,1,6947.9439999999995,regular
482,423,1,279.992,regular
483,293,1,1519.2,regular
484,1017,1,6332.941,lost
485,536,1,1635.546,regular
486,440,1,5834.130999999999,regular
487,753,1,1450.023,regular
488,325,1,6259.2609999999995,loyal
489,956,1,2853.962,regular
490,656,1,6804.951999999999,regular
491,321,1,6971.553,loyal
492,829,1,9927.554,regular
493,499,1,576.792,regular
494,470,1,1494.955,regular
495,529,1,2446.941,regular
496,656,1,8056.762,regular
497,927,1,2958.3,regular
498,1004,1,3238.9610000000002,lost
499,699,1,9704.942,regular
500,676,1,6196.643,regular
501,956,1,712.49,regular
502,346,1,2312.4449999999997,regular
503,533,1,13242.981,regular
504,1058,1,1200.542,lost
505,276,1,6813.753,loyal
506,793,1,8359.21,regular
507,597,1,3022.87,regular
508,436,1,697.491,regular
509,401,1,11787.552,regular
510,939,1,2346.661,regular
511,553,1,1277.966,regular
512,725,1,3509.9719999999998,regular
513,815,1,458.983,regular
514,966,1,242.991,regular
515,287,1,3766.6310000000003,regular
516,1042,1,1499.966,lost
517,466,1,9044.923999999999,regular
518,289,1,3039.98,regular
519,581,1,2747.236,regular
520,729,1,2754.99,regular
521,1046,1,3998.362,lost
522,855,1,1196.967,regular
523,1092,1,1519.98,lost
524,637,1,5017.852,regular
525,563,1,18114.948,regular
526,1054,1,4422.938,lost
527,867,1,4279.571,regular
528,889,1,845.982,regular
529,1046,1,7568.052,lost
530,695,1,5382.042,regular
531,663,1,15087.279999999999,regular
532,725,1,527.984,regular
533,380,1,3346.031,regular
534,450,1,16846.970999999998,regular
535,1059,1,1759.976,lost
536,864,1,8376.921,regular
537,564,1,4318.005,regular
538,751,1,7042.671,regular
539,510,1,269.991,regular
540,931,1,7251.964,regular
541,1080,1,11406.421999999999,lost
542,854,1,2501.7619999999997,regular
543,691,1,10336.962,regular
544,421,1,9908.463,regular
545,407,1,7782.870999999999,regular
546,923,1,2197.9500000000003,regular
547,318,1,11183.063,loyal
548,447,1,1949.637,regular
549,820,1,557.991,regular
550,722,1,10794.350999999999,regular
551,878,1,642.542,regular
552,1082,1,2449.753,lost
553,819,1,2197.89,regular
554,462,1,4459.217,regular
555,822,1,4654.952,regular
556,547,1,1902.562,regular
557,1009,1,359.2,lost
558,975,1,431.984,regular
559,819,1,9408.780999999999,regular
560,740,1,3502.493,regular
561,733,1,953.982,regular
562,691,1,2509.88,regular
563,1058,1,1703.682,lost
564,660,1,8392.940999999999,regular
565,898,1,5578.129999999999,regular
566,301,1,4458.951,loyal
567,362,1,5579.960999999999,loyal
568,893,1,6479.94,regular
569,795,1,7105.7699999999995,regular
570,558,1,1556.782,regular
571,415,1,6578.928,regular
572,661,1,930.981,regular
573,912,1,1229.092,regular
574,995,1,6462.4619999999995,regular
575,829,1,2222.871,regular
576,859,1,10574.961,regular
577,1022,1,5909.612,lost
578,850,1,8342.935,regular
579,934,1,6397.471,regular
580,352,1,2975.99,regular
581,759,1,7824.039,regular
582,517,1,3168.553,regular
583,1069,1,11578.653999999999,lost
584,880,1,2090.665,regular
585,565,1,959.984,regular
586,803,1,386.1,regular
587,1049,1,8763.963,lost
588,521,1,1052.963,regular
589,489,1,1512.89,regular
590,535,1,1655.071,regular
591,969,1,1646.381,regular
592,654,1,422.991,regular
593,431,1,208.981,regular
594,350,1,9942.134999999998,loyal
595,290,1,13191.936,loyal
596,499,1,1422.482,regular
597,620,1,4017.439,regular
598,472,1,9645.381,regular
599,299,1,3535.27,regular
600,970,1,4038.501,regular
601,284,1,377.982,regular
602,499,1,799.984,regular
603,850,1,4890.361,regular
604,367,1,837.983,regular
605,588,1,5442.071999999999,regular
606,692,1,4387.96,regular
607,642,1,17580.711,regular
608,1063,1,502.181,lost
609,585,1,11035.842999999999,regular
610,996,1,8696.071,regular
611,560,1,5219.98,regular
612,1051,1,4196.026,lost
613,799,1,502.181,regular
614,699,1,3935.962,regular
615,956,1,4911.4349999999995,regular
616,986,1,3372.136,regular
617,460,1,993.221,regular
618,562,1,3159.924,regular
619,643,1,4100.432,regular
620,529,1,2065.982,regular
621,536,1,1553.963,regular
622,888,1,512.981,regular
623,279,1,1253.98,regular
624,750,1,4271.11,regular
625,681,1,3860.143,regular
626,710,1,7022.960999999999,regular
627,900,1,11479.532,regular
628,577,1,3105.962,regular
629,636,1,1754.146,regular
630,1027,1,1265.971,lost
631,570,1,6749.972,regular
632,936,1,2599.168,regular
633,1028,1,845.182,lost
634,743,1,1364.944,regular
635,969,1,1502.963,regular
636,1076,1,2635.12,lost
637,348,1,8127.945,loyal
638,921,1,1832.062,regular
639,797,1,2420.553,regular
640,972,1,5809.472000000001,regular
641,820,1,3563.0209999999997,regular
642,888,1,772.2,regular
643,988,1,5224.54,regular
644,613,1,4001.915,regular
645,535,1,3818.292,regular
646,663,1,6468.222,regular
647,440,1,1353.748,regular
648,1038,1,3475.843,lost
649,949,1,8550.052,regular
650,559,1,2701.174,regular
651,593,1,16890.161,regular
652,453,1,1063.8919999999998,regular
653,646,1,3191.951,regular
654,741,1,660.591,regular
655,501,1,655.191,regular
656,577,1,1094.975,regular
657,1076,1,3633.359,lost
658,561,1,557.981,regular
659,888,1,853.1,regular
660,687,1,5959.0650000000005,regular
661,604,1,9287.940999999999,regular
662,621,1,3960.4260000000004,regular
663,468,1,14567.153999999999,regular
664,797,1,1272.782,regular
665,418,1,7040.844999999999,regular
666,631,1,8570.962,regular
667,832,1,2827.9480000000003,regular
668,1042,1,2100.922,lost
669,428,1,2899.4849999999997,regular
670,895,1,3586.701,regular
671,658,1,583.976,regular
672,682,1,7111.034,regular
673,721,1,3695.473,regular
674,629,1,1402.774,regular
675,494,1,7253.616999999999,regular
676,792,1,512.981,regular
677,1028,1,242.991,lost
678,735,1,1673.99,regular
679,1014,1,3038.32,lost
680,327,1,1987.964,regular
681,708,1,13130.824,regular
682,932,1,4799.98,regular
683,750,1,879.984,regular
684,719,1,511.491,regular
685,1018,1,386.1,lost
686,816,1,3816.4619999999995,regular
687,551,1,7971.223,regular
688,756,1,3347.98,regular
689,338,1,6803.969999999999,loyal
690,657,1,12104.783,regular
691,825,1,4067.662,regular
692,281,1,13821.55,loyal
693,1008,1,375.992,lost
694,670,1,3531.302,regular
695,903,1,1006.98,regular
696,1080,1,6240.549999999999,lost
697,820,1,728.973,regular
698,668,1,1585.156,regular
699,581,1,1422.962,regular
700,651,1,12541.782,regular
701,660,1,5126.951,regular
702,420,1,6762.135,regular
703,814,1,398.97,regular
704,832,1,988.482,regular
705,905,1,3463.541,regular
706,543,1,2452.948,regular
707,766,1,1559.972,regular
708,456,1,1899.98,regular
709,814,1,3359.9709999999995,regular
710,1011,1,1765.1309999999999,lost
711,746,1,4436.603,regular
712,810,1,3065.982,regular
713,372,1,8712.844,loyal
714,1006,1,256.491,lost
715,621,1,10187.940999999999,regular
716,962,1,3591.2699999999995,regular
717,848,1,6659.960999999999,regular
718,580,1,167.992,regular
719,753,1,1006.98,regular
720,455,1,1389.772,regular
721,806,1,479.992,regular
722,560,1,3292.003,regular
723,540,1,6074.048,regular
724,797,1,6152.651999999999,regular
725,633,1,396.141,regular
726,837,1,7176.2119999999995,regular
727,975,1,7855.232999999999,regular
728,976,1,7918.841,regular
729,717,1,799.992,regular
730,429,1,4327.023,regular
731,664,1,1652.98,regular
732,911,1,8975.155999999999,regular
733,701,1,959.984,regular
734,397,1,13287.544,loyal
735,482,1,2605.282,regular
736,565,1,4507.612,regular
737,952,1,2748.7439999999997,regular
738,278,1,9532.35,loyal
739,778,1,4746.63,regular
740,1024,1,1644.516,lost
741,699,1,1349.98,regular
742,954,1,4617.754,regular
743,969,1,954.983,regular
744,290,1,5923.9529999999995,loyal
745,705,1,1692.571,regular
746,1065,1,386.1,lost
747,484,1,11831.33,regular
748,528,1,6382.942,regular
749,475,1,5893.553999999999,regular
750,880,1,1307.623,regular
751,541,1,5498.364,regular
752,488,1,170.991,regular
753,792,1,1022.98,regular
754,284,1,6887.134999999999,loyal
755,1020,1,9210.712,lost
756,987,1,4318.451,regular
757,460,1,2511.4629999999997,regular
758,866,1,6169.960999999999,regular
759,789,1,2214.053,regular
760,972,1,4105.111,regular
761,359,1,3546.928,regular
762,697,1,5537.981,regular
763,1006,1,1525.161,lost
764,930,1,3163.041,regular
765,336,1,4737.262,loyal
766,1019,1,989.982,lost
767,1060,1,464.991,lost
768,420,1,6515.9529999999995,regular
769,577,1,1258.972,regular
770,707,1,2208.974,regular
771,443,1,2891.754,regular
772,650,1,1174.565,regular
773,792,1,4873.954,regular
774,398,1,5806.032999999999,loyal
775,616,1,908.076,regular
776,619,1,333.592,regular
777,508,1,2379.4610000000002,regular
778,387,1,8481.896,loyal
779,887,1,5055.112,regular
780,917,1,11314.07,regular
781,578,1,4205.981,regular
782,503,1,7183.321,regular
783,427,1,10998.025,regular
784,602,1,1194.282,regular
785,810,1,929.981,regular
786,1020,1,539.991,lost
787,458,1,7575.344,regular
788,965,1,242.991,regular
789,455,1,2195.574,regular
790,700,1,2719.4759999999997,regular
791,834,1,1189.982,regular
792,755,1,847.984,regular
793,497,1,7327.036,regular
794,651,1,9274.961,regular
795,895,1,2431.166,regular
796,811,1,1926.5810000000001,regular
797,1052,1,1984.0720000000001,lost
798,480,1,11062.412,regular
799,528,1,2873.936,regular
800,921,1,8177.053,regular
801,939,1,4044.8430000000003,regular
802,946,1,9385.100999999999,regular
803,424,1,12867.954,regular
804,570,1,417.991,regular
805,683,1,335.984,regular
806,881,1,4037.961,regular
807,427,1,4231.12,regular
808,830,1,8083.960999999999,regular
809,700,1,15416.152999999998,regular
810,465,1,10951.555,regular
811,635,1,1863.964,regular
812,497,1,1227.58,regular
813,1072,1,3376.592,lost
814,735,1,1754.047,regular
815,967,1,10620.043,regular
816,274,1,1669.982,regular
817,791,1,2252.915,regular
818,327,1,2419.761,regular
819,762,1,4784.155000000001,regular
820,287,1,3229.951,regular
821,372,1,633.625,regular
822,285,1,1396.49,regular
823,750,1,3464.02,regular
824,379,1,10132.360999999999,loyal
825,864,1,1934.962,regular
826,450,1,3671.705,regular
827,814,1,375.992,regular
828,491,1,2716.764,regular
829,605,1,845.982,regular
830,594,1,989.982,regular
831,806,1,4169.981,regular
832,671,1,3146.4629999999997,regular
833,763,1,5779.816,regular
834,870,1,1694.056,regular
835,791,1,1485.463,regular
836,555,1,9161.942,regular
837,524,1,6829.529999999999,regular
838,300,1,9849.07,loyal
839,301,1,4521.8820000000005,loyal
840,425,1,15097.9,regular
841,660,1,1546.382,regular
842,661,1,692.082,regular
843,842,1,1351.722,regular
844,607,1,10186.625999999998,regular
845,678,1,2011.461,regular
846,368,1,728.973,regular
847,721,1,836.981,regular
848,892,1,4991.966,regular
849,915,1,1034.283,regular
850,690,1,104.491,regular
851,941,1,992.9649999999999,regular
852,823,1,989.982,regular
853,824,1,7601.152,regular
854,985,1,1972.961,regular
855,732,1,2008.761,regular
856,317,1,3659.98,regular
857,590,1,418.491,regular
858,706,1,1804.857,regular
859,289,1,7659.335,loyal
860,339,1,451.782,regular
861,1066,1,4169.98,lost
862,362,1,5835.854,loyal
863,646,1,5801.932,regular
864,678,1,3390.464,regular
865,455,1,3995.624,regular
866,324,1,6843.94,loyal
867,561,1,10529.96,regular
868,607,1,1311.29,regular
869,455,1,1037.371,regular
870,678,1,8309.442,regular
871,597,1,11588.642,regular
872,1063,1,2497.954,lost
873,1086,1,3278.0510000000004,lost
874,825,1,1344.79,regular
875,811,1,269.991,regular
876,813,1,1525.154,regular
877,585,1,7783.42,regular
878,378,1,7984.9349999999995,loyal
879,930,1,1276.975,regular
880,560,1,11120.321,regular
881,579,1,1367.09,regular
882,833,1,6229.12,regular
883,617,1,13107.434,regular
884,695,1,845.982,regular
885,908,1,4624.937,regular
886,427,1,9927.203,regular
887,582,1,4369.343,regular
888,454,1,10728.432999999999,regular
889,454,1,949.173,regular
890,626,1,3750.8729999999996,regular
891,866,1,655.984,regular
892,777,1,2754.99,regular
893,394,1,8820.144,loyal
894,768,1,4495.272,regular
895,517,1,6929.102,regular
896,747,1,6715.432,regular
897,677,1,611.982,regular
898,500,1,3567.56,regular
899,814,1,3239.98,regular
900,451,1,4298.451,regular
901,720,1,712.49,regular
902,610,1,1217.264,regular
903,414,1,5588.517,regular
904,354,1,14397.131,loyal
905,353,1,12090.0,loyal
906,318,1,4749.98,loyal
907,879,1,3495.661,regular
908,702,1,15439.964,regular
909,570,1,2099.9629999999997,regular
910,672,1,4334.057,regular
911,498,1,1611.075,regular
912,481,1,4949.99,regular
913,777,1,1841.6219999999998,regular
914,319,1,1793.757,regular
915,536,1,1301.472,regular
916,350,1,7951.1449999999995,loyal
917,847,1,5219.98,regular
918,986,1,557.991,regular
919,976,1,5989.937,regular
920,317,1,9314.832,loyal
921,814,1,1328.653,regular
922,703,1,6978.7119999999995,regular
923,1080,1,5671.129999999999,lost
924,893,1,683.075,regular
925,1022,1,474.991,lost
926,1005,1,926.091,lost
927,801,1,1516.3400000000001,regular
928,943,1,1264.983,regular
929,1036,1,4689.450999999999,lost
930,481,1,1464.2559999999999,regular
931,369,1,4305.957,loyal
932,807,1,1973.731,regular
933,932,1,1708.372,regular
934,454,1,7999.959999999999,regular
935,397,1,1850.057,regular
936,470,1,2411.471,regular
937,334,1,3865.761,loyal
